RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,Alpha-3 code
319,Madagascar,F,Education,Higher,... if she refuses to have sex with him,39448,2.1,MDG
319,Madagascar,F,Education,No education,... if she refuses to have sex with him,39448,10.6,MDG
319,Madagascar,F,Education,Primary,... if she refuses to have sex with him,39448,9.9,MDG
319,Madagascar,F,Education,Secondary,... if she refuses to have sex with him,39448,7.7,MDG
389,Madagascar,F,Employment,Employed for cash,... for at least one specific reason,39448,29.5,MDG
389,Madagascar,F,Employment,Employed for kind,... for at least one specific reason,39448,35.9,MDG
389,Madagascar,F,Employment,Unemployed,... for at least one specific reason,39448,33,MDG
109,Madagascar,F,Employment,Employed for cash,... if she argues with him,39448,5.7,MDG
109,Madagascar,F,Employment,Employed for kind,... if she argues with him,39448,7,MDG
109,Madagascar,F,Employment,Unemployed,... if she argues with him,39448,4.7,MDG
39,Madagascar,F,Employment,Employed for cash,... if she burns the food,39448,6.6,MDG
39,Madagascar,F,Employment,Employed for kind,... if she burns the food,39448,8.4,MDG
39,Madagascar,F,Employment,Unemployed,... if she burns the food,39448,6.8,MDG
179,Madagascar,F,Employment,Employed for cash,... if she goes out without telling him,39448,17.3,MDG
179,Madagascar,F,Employment,Employed for kind,... if she goes out without telling him,39448,22.5,MDG
179,Madagascar,F,Employment,Unemployed,... if she goes out without telling him,39448,17.9,MDG
249,Madagascar,F,Employment,Employed for cash,... if she neglects the children,39448,25.8,MDG
249,Madagascar,F,Employment,Employed for kind,... if she neglects the children,39448,31.2,MDG
249,Madagascar,F,Employment,Unemployed,... if she neglects the children,39448,28.8,MDG
319,Madagascar,F,Employment,Employed for cash,... if she refuses to have sex with him,39448,8.5,MDG
319,Madagascar,F,Employment,Employed for kind,... if she refuses to have sex with him,39448,11.2,MDG
319,Madagascar,F,Employment,Unemployed,... if she refuses to have sex with him,39448,6.9,MDG
389,Madagascar,F,Marital status,Married or living together,... for at least one specific reason,39448,32.3,MDG
389,Madagascar,F,Marital status,Never married,... for at least one specific reason,39448,33.6,MDG
389,Madagascar,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,39448,30.7,MDG
109,Madagascar,F,Marital status,Married or living together,... if she argues with him,39448,6.1,MDG
109,Madagascar,F,Marital status,Never married,... if she argues with him,39448,5.5,MDG
109,Madagascar,F,Marital status,Widowed, divorced, separated,... if she argues with him,39448,6.2,MDG
39,Madagascar,F,Marital status,Married or living together,... if she burns the food,39448,7.1,MDG
39,Madagascar,F,Marital status,Never married,... if she burns the food,39448,7.7,MDG
39,Madagascar,F,Marital status,Widowed, divorced, separated,... if she burns the food,39448,7.7,MDG
179,Madagascar,F,Marital status,Married or living together,... if she goes out without telling him,39448,19.3,MDG
179,Madagascar,F,Marital status,Never married,... if she goes out without telling him,39448,19.8,MDG
179,Madagascar,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,39448,18.1,MDG
249,Madagascar,F,Marital status,Married or living together,... if she neglects the children,39448,28.2,MDG
249,Madagascar,F,Marital status,Never married,... if she neglects the children,39448,29.2,MDG
249,Madagascar,F,Marital status,Widowed, divorced, separated,... if she neglects the children,39448,26.6,MDG
319,Madagascar,F,Marital status,Married or living together,... if she refuses to have sex with him,39448,9.4,MDG
319,Madagascar,F,Marital status,Never married,... if she refuses to have sex with him,39448,7.9,MDG
319,Madagascar,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,39448,10,MDG
389,Madagascar,F,Residence,Rural,... for at least one specific reason,39448,31.3,MDG
389,Madagascar,F,Residence,Urban,... for at least one specific reason,39448,36.9,MDG
109,Madagascar,F,Residence,Rural,... if she argues with him,39448,5.9,MDG
109,Madagascar,F,Residence,Urban,... if she argues with him,39448,6.1,MDG
39,Madagascar,F,Residence,Rural,... if she burns the food,39448,7.2,MDG
39,Madagascar,F,Residence,Urban,... if she burns the food,39448,7.4,MDG
179,Madagascar,F,Residence,Rural,... if she goes out without telling him,39448,19,MDG
179,Madagascar,F,Residence,Urban,... if she goes out without telling him,39448,20.4,MDG
249,Madagascar,F,Residence,Rural,... if she neglects the children,39448,27.3,MDG
249,Madagascar,F,Residence,Urban,... if she neglects the children,39448,32.5,MDG
319,Madagascar,F,Residence,Rural,... if she refuses to have sex with him,39448,9.3,MDG
319,Madagascar,F,Residence,Urban,... if she refuses to have sex with him,39448,8.7,MDG
389,Madagascar,M,Age,15-24,... for at least one specific reason,39448,33.9,MDG
389,Madagascar,M,Age,25-34,... for at least one specific reason,39448,29.7,MDG
389,Madagascar,M,Age,35-49,... for at least one specific reason,39448,25.5,MDG
109,Madagascar,M,Age,15-24,... if she argues with him,39448,10,MDG
109,Madagascar,M,Age,25-34,... if she argues with him,39448,9,MDG
109,Madagascar,M,Age,35-49,... if she argues with him,39448,7.6,MDG
39,Madagascar,M,Age,15-24,... if she burns the food,39448,7.1,MDG
39,Madagascar,M,Age,25-34,... if she burns the food,39448,6.6,MDG
39,Madagascar,M,Age,35-49,... if she burns the food,39448,5.2,MDG
179,Madagascar,M,Age,15-24,... if she goes out without telling him,39448,21.2,MDG
179,Madagascar,M,Age,25-34,... if she goes out without telling him,39448,18.7,MDG
179,Madagascar,M,Age,35-49,... if she goes out without telling him,39448,16.2,MDG
249,Madagascar,M,Age,15-24,... if she neglects the children,39448,27.1,MDG
249,Madagascar,M,Age,25-34,... if she neglects the children,39448,23.9,MDG
249,Madagascar,M,Age,35-49,... if she neglects the children,39448,20.8,MDG
319,Madagascar,M,Age,15-24,... if she refuses to have sex with him,39448,9.3,MDG
319,Madagascar,M,Age,25-34,... if she refuses to have sex with him,39448,8.4,MDG
319,Madagascar,M,Age,35-49,... if she refuses to have sex with him,39448,6.3,MDG
389,Madagascar,M,Education,Higher,... for at least one specific reason,39448,16.8,MDG
389,Madagascar,M,Education,No education,... for at least one specific reason,39448,30.5,MDG
389,Madagascar,M,Education,Primary,... for at least one specific reason,39448,30.8,MDG
389,Madagascar,M,Education,Secondary,... for at least one specific reason,39448,30,MDG
109,Madagascar,M,Education,Higher,... if she argues with him,39448,2.1,MDG
109,Madagascar,M,Education,No education,... if she argues with him,39448,9.8,MDG
109,Madagascar,M,Education,Primary,... if she argues with him,39448,9.7,MDG
109,Madagascar,M,Education,Secondary,... if she argues with him,39448,7.9,MDG
39,Madagascar,M,Education,Higher,... if she burns the food,39448,0.4,MDG
39,Madagascar,M,Education,No education,... if she burns the food,39448,8.1,MDG
39,Madagascar,M,Education,Primary,... if she burns the food,39448,6.8,MDG
39,Madagascar,M,Education,Secondary,... if she burns the food,39448,5.4,MDG
179,Madagascar,M,Education,Higher,... if she goes out without telling him,39448,7.9,MDG
179,Madagascar,M,Education,No education,... if she goes out without telling him,39448,21.3,MDG
179,Madagascar,M,Education,Primary,... if she goes out without telling him,39448,19.7,MDG
179,Madagascar,M,Education,Secondary,... if she goes out without telling him,39448,17.6,MDG
249,Madagascar,M,Education,Higher,... if she neglects the children,39448,13.4,MDG
249,Madagascar,M,Education,No education,... if she neglects the children,39448,23.7,MDG
249,Madagascar,M,Education,Primary,... if she neglects the children,39448,25.1,MDG
249,Madagascar,M,Education,Secondary,... if she neglects the children,39448,24.1,MDG
319,Madagascar,M,Education,Higher,... if she refuses to have sex with him,39448,1.1,MDG
319,Madagascar,M,Education,No education,... if she refuses to have sex with him,39448,10.4,MDG
319,Madagascar,M,Education,Primary,... if she refuses to have sex with him,39448,8.8,MDG
319,Madagascar,M,Education,Secondary,... if she refuses to have sex with him,39448,6.6,MDG
389,Madagascar,M,Employment,Employed for cash,... for at least one specific reason,39448,26,MDG
389,Madagascar,M,Employment,Employed for kind,... for at least one specific reason,39448,35,MDG
389,Madagascar,M,Employment,Unemployed,... for at least one specific reason,39448,33.8,MDG
109,Madagascar,M,Employment,Employed for cash,... if she argues with him,39448,7.9,MDG
109,Madagascar,M,Employment,Employed for kind,... if she argues with him,39448,10.7,MDG
109,Madagascar,M,Employment,Unemployed,... if she argues with him,39448,8,MDG
39,Madagascar,M,Employment,Employed for cash,... if she burns the food,39448,5.1,MDG
39,Madagascar,M,Employment,Employed for kind,... if she burns the food,39448,8.5,MDG
39,Madagascar,M,Employment,Unemployed,... if she burns the food,39448,5.8,MDG
179,Madagascar,M,Employment,Employed for cash,... if she goes out without telling him,39448,15.5,MDG
179,Madagascar,M,Employment,Employed for kind,... if she goes out without telling him,39448,23.7,MDG
179,Madagascar,M,Employment,Unemployed,... if she goes out without telling him,39448,20.3,MDG
249,Madagascar,M,Employment,Employed for cash,... if she neglects the children,39448,21.1,MDG
249,Madagascar,M,Employment,Employed for kind,... if she neglects the children,39448,28.3,MDG
249,Madagascar,M,Employment,Unemployed,... if she neglects the children,39448,26.2,MDG
319,Madagascar,M,Employment,Employed for cash,... if she refuses to have sex with him,39448,6.5,MDG
319,Madagascar,M,Employment,Employed for kind,... if she refuses to have sex with him,39448,10.4,MDG
319,Madagascar,M,Employment,Unemployed,... if she refuses to have sex with him,39448,8.4,MDG
389,Madagascar,M,Marital status,Married or living together,... for at least one specific reason,39448,28.8,MDG
389,Madagascar,M,Marital status,Never married,... for at least one specific reason,39448,32.7,MDG
389,Madagascar,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,39448,30.6,MDG
109,Madagascar,M,Marital status,Married or living together,... if she argues with him,39448,8.7,MDG
109,Madagascar,M,Marital status,Never married,... if she argues with him,39448,9.2,MDG
109,Madagascar,M,Marital status,Widowed, divorced, separated,... if she argues with him,39448,10.1,MDG
39,Madagascar,M,Marital status,Married or living together,... if she burns the food,39448,5.8,MDG
39,Madagascar,M,Marital status,Never married,... if she burns the food,39448,7.5,MDG
39,Madagascar,M,Marital status,Widowed, divorced, separated,... if she burns the food,39448,7.4,MDG
179,Madagascar,M,Marital status,Married or living together,... if she goes out without telling him,39448,18.4,MDG
179,Madagascar,M,Marital status,Never married,... if she goes out without telling him,39448,20.1,MDG
179,Madagascar,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,39448,18.3,MDG
249,Madagascar,M,Marital status,Married or living together,... if she neglects the children,39448,23.5,MDG
249,Madagascar,M,Marital status,Never married,... if she neglects the children,39448,25.8,MDG
249,Madagascar,M,Marital status,Widowed, divorced, separated,... if she neglects the children,39448,23.4,MDG
319,Madagascar,M,Marital status,Married or living together,... if she refuses to have sex with him,39448,7.4,MDG
319,Madagascar,M,Marital status,Never married,... if she refuses to have sex with him,39448,9,MDG
319,Madagascar,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,39448,11.4,MDG
389,Madagascar,M,Residence,Rural,... for at least one specific reason,39448,29.7,MDG
389,Madagascar,M,Residence,Urban,... for at least one specific reason,39448,31.7,MDG
109,Madagascar,M,Residence,Rural,... if she argues with him,39448,9.1,MDG
109,Madagascar,M,Residence,Urban,... if she argues with him,39448,8.2,MDG
39,Madagascar,M,Residence,Rural,... if she burns the food,39448,6.7,MDG
39,Madagascar,M,Residence,Urban,... if she burns the food,39448,4.9,MDG
179,Madagascar,M,Residence,Rural,... if she goes out without telling him,39448,19.4,MDG
179,Madagascar,M,Residence,Urban,... if she goes out without telling him,39448,16.2,MDG
249,Madagascar,M,Residence,Rural,... if she neglects the children,39448,23.7,MDG
249,Madagascar,M,Residence,Urban,... if she neglects the children,39448,26.8,MDG
319,Madagascar,M,Residence,Rural,... if she refuses to have sex with him,39448,8.3,MDG
319,Madagascar,M,Residence,Urban,... if she refuses to have sex with him,39448,7.1,MDG
390,Malawi,F,Age,15-24,... for at least one specific reason,42005,18.6,MWI
390,Malawi,F,Age,25-34,... for at least one specific reason,42005,14.6,MWI
390,Malawi,F,Age,35-49,... for at least one specific reason,42005,14.7,MWI
110,Malawi,F,Age,15-24,... if she argues with him,42005,8,MWI
110,Malawi,F,Age,25-34,... if she argues with him,42005,5.7,MWI
110,Malawi,F,Age,35-49,... if she argues with him,42005,5.8,MWI
40,Malawi,F,Age,15-24,... if she burns the food,42005,6.6,MWI
40,Malawi,F,Age,25-34,... if she burns the food,42005,4.6,MWI
40,Malawi,F,Age,35-49,... if she burns the food,42005,5,MWI
180,Malawi,F,Age,15-24,... if she goes out without telling him,42005,8.2,MWI
180,Malawi,F,Age,25-34,... if she goes out without telling him,42005,5.6,MWI
180,Malawi,F,Age,35-49,... if she goes out without telling him,42005,6.3,MWI
250,Malawi,F,Age,15-24,... if she neglects the children,42005,10.5,MWI
250,Malawi,F,Age,25-34,... if she neglects the children,42005,7.6,MWI
250,Malawi,F,Age,35-49,... if she neglects the children,42005,7.4,MWI
320,Malawi,F,Age,15-24,... if she refuses to have sex with him,42005,8.7,MWI
320,Malawi,F,Age,25-34,... if she refuses to have sex with him,42005,8,MWI
320,Malawi,F,Age,35-49,... if she refuses to have sex with him,42005,8.2,MWI
390,Malawi,F,Education,Higher,... for at least one specific reason,42005,4,MWI
390,Malawi,F,Education,No education,... for at least one specific reason,42005,18.2,MWI
390,Malawi,F,Education,Primary,... for at least one specific reason,42005,18.1,MWI
390,Malawi,F,Education,Secondary,... for at least one specific reason,42005,12.2,MWI
110,Malawi,F,Education,Higher,... if she argues with him,42005,0.9,MWI
110,Malawi,F,Education,No education,... if she argues with him,42005,7.6,MWI
110,Malawi,F,Education,Primary,... if she argues with him,42005,7.7,MWI
110,Malawi,F,Education,Secondary,... if she argues with him,42005,4.4,MWI
40,Malawi,F,Education,Higher,... if she burns the food,42005,0.8,MWI
40,Malawi,F,Education,No education,... if she burns the food,42005,6.1,MWI
40,Malawi,F,Education,Primary,... if she burns the food,42005,6.5,MWI
40,Malawi,F,Education,Secondary,... if she burns the food,42005,3.3,MWI
180,Malawi,F,Education,Higher,... if she goes out without telling him,42005,1,MWI
180,Malawi,F,Education,No education,... if she goes out without telling him,42005,7.5,MWI
180,Malawi,F,Education,Primary,... if she goes out without telling him,42005,7.6,MWI
180,Malawi,F,Education,Secondary,... if she goes out without telling him,42005,5.3,MWI
250,Malawi,F,Education,Higher,... if she neglects the children,42005,1.6,MWI
250,Malawi,F,Education,No education,... if she neglects the children,42005,9,MWI
250,Malawi,F,Education,Primary,... if she neglects the children,42005,9.9,MWI
250,Malawi,F,Education,Secondary,... if she neglects the children,42005,6.5,MWI
320,Malawi,F,Education,Higher,... if she refuses to have sex with him,42005,0.7,MWI
320,Malawi,F,Education,No education,... if she refuses to have sex with him,42005,10.7,MWI
320,Malawi,F,Education,Primary,... if she refuses to have sex with him,42005,9.5,MWI
320,Malawi,F,Education,Secondary,... if she refuses to have sex with him,42005,4.9,MWI
390,Malawi,F,Employment,Employed for cash,... for at least one specific reason,42005,15.7,MWI
390,Malawi,F,Employment,Employed for kind,... for at least one specific reason,42005,16.5,MWI
390,Malawi,F,Employment,Unemployed,... for at least one specific reason,42005,16.6,MWI
110,Malawi,F,Employment,Employed for cash,... if she argues with him,42005,6.3,MWI
110,Malawi,F,Employment,Employed for kind,... if she argues with him,42005,6.7,MWI
110,Malawi,F,Employment,Unemployed,... if she argues with him,42005,7,MWI
40,Malawi,F,Employment,Employed for cash,... if she burns the food,42005,5.2,MWI
40,Malawi,F,Employment,Employed for kind,... if she burns the food,42005,5.4,MWI
40,Malawi,F,Employment,Unemployed,... if she burns the food,42005,6,MWI
180,Malawi,F,Employment,Employed for cash,... if she goes out without telling him,42005,6.2,MWI
180,Malawi,F,Employment,Employed for kind,... if she goes out without telling him,42005,6.7,MWI
180,Malawi,F,Employment,Unemployed,... if she goes out without telling him,42005,7.6,MWI
250,Malawi,F,Employment,Employed for cash,... if she neglects the children,42005,8.9,MWI
250,Malawi,F,Employment,Employed for kind,... if she neglects the children,42005,8.7,MWI
250,Malawi,F,Employment,Unemployed,... if she neglects the children,42005,8.8,MWI
320,Malawi,F,Employment,Employed for cash,... if she refuses to have sex with him,42005,8.4,MWI
320,Malawi,F,Employment,Employed for kind,... if she refuses to have sex with him,42005,8.6,MWI
320,Malawi,F,Employment,Unemployed,... if she refuses to have sex with him,42005,8,MWI
390,Malawi,F,Marital status,Married or living together,... for at least one specific reason,42005,16,MWI
390,Malawi,F,Marital status,Never married,... for at least one specific reason,42005,17.9,MWI
390,Malawi,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,42005,15.1,MWI
110,Malawi,F,Marital status,Married or living together,... if she argues with him,42005,6.9,MWI
110,Malawi,F,Marital status,Never married,... if she argues with him,42005,7.2,MWI
110,Malawi,F,Marital status,Widowed, divorced, separated,... if she argues with him,42005,5.3,MWI
40,Malawi,F,Marital status,Married or living together,... if she burns the food,42005,5.2,MWI
40,Malawi,F,Marital status,Never married,... if she burns the food,42005,6.6,MWI
40,Malawi,F,Marital status,Widowed, divorced, separated,... if she burns the food,42005,5.5,MWI
180,Malawi,F,Marital status,Married or living together,... if she goes out without telling him,42005,7.1,MWI
180,Malawi,F,Marital status,Never married,... if she goes out without telling him,42005,7.3,MWI
180,Malawi,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42005,5.2,MWI
250,Malawi,F,Marital status,Married or living together,... if she neglects the children,42005,8.5,MWI
250,Malawi,F,Marital status,Never married,... if she neglects the children,42005,10,MWI
250,Malawi,F,Marital status,Widowed, divorced, separated,... if she neglects the children,42005,8.4,MWI
320,Malawi,F,Marital status,Married or living together,... if she refuses to have sex with him,42005,8.6,MWI
320,Malawi,F,Marital status,Never married,... if she refuses to have sex with him,42005,7.3,MWI
320,Malawi,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42005,8.5,MWI
390,Malawi,F,Residence,Rural,... for at least one specific reason,42005,17.6,MWI
390,Malawi,F,Residence,Urban,... for at least one specific reason,42005,10.5,MWI
110,Malawi,F,Residence,Rural,... if she argues with him,42005,7.5,MWI
110,Malawi,F,Residence,Urban,... if she argues with him,42005,3.3,MWI
40,Malawi,F,Residence,Rural,... if she burns the food,42005,6.2,MWI
40,Malawi,F,Residence,Urban,... if she burns the food,42005,2.6,MWI
180,Malawi,F,Residence,Rural,... if she goes out without telling him,42005,7.5,MWI
180,Malawi,F,Residence,Urban,... if she goes out without telling him,42005,4.4,MWI
250,Malawi,F,Residence,Rural,... if she neglects the children,42005,9.5,MWI
250,Malawi,F,Residence,Urban,... if she neglects the children,42005,5.4,MWI
320,Malawi,F,Residence,Rural,... if she refuses to have sex with him,42005,9.3,MWI
320,Malawi,F,Residence,Urban,... if she refuses to have sex with him,42005,4.1,MWI
390,Malawi,M,Age,15-24,... for at least one specific reason,42005,19.6,MWI
390,Malawi,M,Age,25-34,... for at least one specific reason,42005,8.8,MWI
390,Malawi,M,Age,35-49,... for at least one specific reason,42005,6.4,MWI
110,Malawi,M,Age,15-24,... if she argues with him,42005,8.4,MWI
110,Malawi,M,Age,25-34,... if she argues with him,42005,2.9,MWI
110,Malawi,M,Age,35-49,... if she argues with him,42005,2.4,MWI
40,Malawi,M,Age,15-24,... if she burns the food,42005,3.5,MWI
40,Malawi,M,Age,25-34,... if she burns the food,42005,1.5,MWI
40,Malawi,M,Age,35-49,... if she burns the food,42005,1,MWI
180,Malawi,M,Age,15-24,... if she goes out without telling him,42005,7.2,MWI
180,Malawi,M,Age,25-34,... if she goes out without telling him,42005,3.1,MWI
180,Malawi,M,Age,35-49,... if she goes out without telling him,42005,2.4,MWI
250,Malawi,M,Age,15-24,... if she neglects the children,42005,10.6,MWI
250,Malawi,M,Age,25-34,... if she neglects the children,42005,3.3,MWI
250,Malawi,M,Age,35-49,... if she neglects the children,42005,2.7,MWI
320,Malawi,M,Age,15-24,... if she refuses to have sex with him,42005,7.3,MWI
320,Malawi,M,Age,25-34,... if she refuses to have sex with him,42005,3.5,MWI
320,Malawi,M,Age,35-49,... if she refuses to have sex with him,42005,2.2,MWI
390,Malawi,M,Education,Higher,... for at least one specific reason,42005,4.5,MWI
390,Malawi,M,Education,No education,... for at least one specific reason,42005,9.6,MWI
390,Malawi,M,Education,Primary,... for at least one specific reason,42005,16.2,MWI
390,Malawi,M,Education,Secondary,... for at least one specific reason,42005,8.9,MWI
110,Malawi,M,Education,Higher,... if she argues with him,42005,2.1,MWI
110,Malawi,M,Education,No education,... if she argues with him,42005,4.3,MWI
110,Malawi,M,Education,Primary,... if she argues with him,42005,6.9,MWI
110,Malawi,M,Education,Secondary,... if she argues with him,42005,3,MWI
40,Malawi,M,Education,Higher,... if she burns the food,42005,0.7,MWI
40,Malawi,M,Education,No education,... if she burns the food,42005,2.2,MWI
40,Malawi,M,Education,Primary,... if she burns the food,42005,3.2,MWI
40,Malawi,M,Education,Secondary,... if she burns the food,42005,0.9,MWI
180,Malawi,M,Education,Higher,... if she goes out without telling him,42005,2.9,MWI
180,Malawi,M,Education,No education,... if she goes out without telling him,42005,3.5,MWI
180,Malawi,M,Education,Primary,... if she goes out without telling him,42005,6.5,MWI
180,Malawi,M,Education,Secondary,... if she goes out without telling him,42005,2.2,MWI
250,Malawi,M,Education,Higher,... if she neglects the children,42005,1.5,MWI
250,Malawi,M,Education,No education,... if she neglects the children,42005,3.9,MWI
250,Malawi,M,Education,Primary,... if she neglects the children,42005,8,MWI
250,Malawi,M,Education,Secondary,... if she neglects the children,42005,4.7,MWI
320,Malawi,M,Education,Higher,... if she refuses to have sex with him,42005,0.6,MWI
320,Malawi,M,Education,No education,... if she refuses to have sex with him,42005,5,MWI
320,Malawi,M,Education,Primary,... if she refuses to have sex with him,42005,6.4,MWI
320,Malawi,M,Education,Secondary,... if she refuses to have sex with him,42005,2.6,MWI
390,Malawi,M,Employment,Employed for cash,... for at least one specific reason,42005,10.6,MWI
390,Malawi,M,Employment,Employed for kind,... for at least one specific reason,42005,14.9,MWI
390,Malawi,M,Employment,Unemployed,... for at least one specific reason,42005,18.5,MWI
110,Malawi,M,Employment,Employed for cash,... if she argues with him,42005,4,MWI
110,Malawi,M,Employment,Employed for kind,... if she argues with him,42005,6,MWI
110,Malawi,M,Employment,Unemployed,... if she argues with him,42005,8.7,MWI
40,Malawi,M,Employment,Employed for cash,... if she burns the food,42005,1.9,MWI
40,Malawi,M,Employment,Employed for kind,... if she burns the food,42005,2.3,MWI
40,Malawi,M,Employment,Unemployed,... if she burns the food,42005,3.9,MWI
180,Malawi,M,Employment,Employed for cash,... if she goes out without telling him,42005,3.8,MWI
180,Malawi,M,Employment,Employed for kind,... if she goes out without telling him,42005,6,MWI
180,Malawi,M,Employment,Unemployed,... if she goes out without telling him,42005,5.9,MWI
250,Malawi,M,Employment,Employed for cash,... if she neglects the children,42005,4.6,MWI
250,Malawi,M,Employment,Employed for kind,... if she neglects the children,42005,7.6,MWI
250,Malawi,M,Employment,Unemployed,... if she neglects the children,42005,11.1,MWI
320,Malawi,M,Employment,Employed for cash,... if she refuses to have sex with him,42005,4.1,MWI
320,Malawi,M,Employment,Employed for kind,... if she refuses to have sex with him,42005,5.4,MWI
320,Malawi,M,Employment,Unemployed,... if she refuses to have sex with him,42005,6.6,MWI
390,Malawi,M,Marital status,Married or living together,... for at least one specific reason,42005,8.2,MWI
390,Malawi,M,Marital status,Never married,... for at least one specific reason,42005,20,MWI
390,Malawi,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,42005,10.6,MWI
110,Malawi,M,Marital status,Married or living together,... if she argues with him,42005,2.8,MWI
110,Malawi,M,Marital status,Never married,... if she argues with him,42005,8.8,MWI
110,Malawi,M,Marital status,Widowed, divorced, separated,... if she argues with him,42005,4.7,MWI
40,Malawi,M,Marital status,Married or living together,... if she burns the food,42005,1.3,MWI
40,Malawi,M,Marital status,Never married,... if she burns the food,42005,3.6,MWI
40,Malawi,M,Marital status,Widowed, divorced, separated,... if she burns the food,42005,2.5,MWI
180,Malawi,M,Marital status,Married or living together,... if she goes out without telling him,42005,3,MWI
180,Malawi,M,Marital status,Never married,... if she goes out without telling him,42005,7.5,MWI
180,Malawi,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42005,2.4,MWI
250,Malawi,M,Marital status,Married or living together,... if she neglects the children,42005,3.5,MWI
250,Malawi,M,Marital status,Never married,... if she neglects the children,42005,10.7,MWI
250,Malawi,M,Marital status,Widowed, divorced, separated,... if she neglects the children,42005,3.1,MWI
320,Malawi,M,Marital status,Married or living together,... if she refuses to have sex with him,42005,3.3,MWI
320,Malawi,M,Marital status,Never married,... if she refuses to have sex with him,42005,7.1,MWI
320,Malawi,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42005,3.5,MWI
390,Malawi,M,Residence,Rural,... for at least one specific reason,42005,13.9,MWI
390,Malawi,M,Residence,Urban,... for at least one specific reason,42005,9,MWI
110,Malawi,M,Residence,Rural,... if she argues with him,42005,5.7,MWI
110,Malawi,M,Residence,Urban,... if she argues with him,42005,3.4,MWI
40,Malawi,M,Residence,Rural,... if she burns the food,42005,2.6,MWI
40,Malawi,M,Residence,Urban,... if she burns the food,42005,0.9,MWI
180,Malawi,M,Residence,Rural,... if she goes out without telling him,42005,5.1,MWI
180,Malawi,M,Residence,Urban,... if she goes out without telling him,42005,3.3,MWI
250,Malawi,M,Residence,Rural,... if she neglects the children,42005,6.9,MWI
250,Malawi,M,Residence,Urban,... if she neglects the children,42005,4.2,MWI
320,Malawi,M,Residence,Rural,... if she refuses to have sex with him,42005,5.6,MWI
320,Malawi,M,Residence,Urban,... if she refuses to have sex with him,42005,1.4,MWI
391,Maldives,F,Age,15-24,... for at least one specific reason,42370,27.3,MDV
391,Maldives,F,Age,25-34,... for at least one specific reason,42370,19.4,MDV
391,Maldives,F,Age,35-49,... for at least one specific reason,42370,20,MDV
111,Maldives,F,Age,15-24,... if she argues with him,42370,,MDV
111,Maldives,F,Age,25-34,... if she argues with him,42370,,MDV
111,Maldives,F,Age,35-49,... if she argues with him,42370,,MDV
41,Maldives,F,Age,15-24,... if she burns the food,42370,,MDV
41,Maldives,F,Age,25-34,... if she burns the food,42370,,MDV
41,Maldives,F,Age,35-49,... if she burns the food,42370,,MDV
181,Maldives,F,Age,15-24,... if she goes out without telling him,42370,3.8,MDV
181,Maldives,F,Age,25-34,... if she goes out without telling him,42370,4.1,MDV
181,Maldives,F,Age,35-49,... if she goes out without telling him,42370,5.8,MDV
251,Maldives,F,Age,15-24,... if she neglects the children,42370,21.2,MDV
251,Maldives,F,Age,25-34,... if she neglects the children,42370,14.6,MDV
251,Maldives,F,Age,35-49,... if she neglects the children,42370,12.7,MDV
321,Maldives,F,Age,15-24,... if she refuses to have sex with him,42370,10.2,MDV
321,Maldives,F,Age,25-34,... if she refuses to have sex with him,42370,9.1,MDV
321,Maldives,F,Age,35-49,... if she refuses to have sex with him,42370,11.2,MDV
391,Maldives,F,Education,Higher,... for at least one specific reason,42370,18.1,MDV
391,Maldives,F,Education,No education,... for at least one specific reason,42370,19.4,MDV
391,Maldives,F,Education,Primary,... for at least one specific reason,42370,22.5,MDV
391,Maldives,F,Education,Secondary,... for at least one specific reason,42370,23.5,MDV
111,Maldives,F,Education,Higher,... if she argues with him,42370,,MDV
111,Maldives,F,Education,No education,... if she argues with him,42370,,MDV
111,Maldives,F,Education,Primary,... if she argues with him,42370,,MDV
111,Maldives,F,Education,Secondary,... if she argues with him,42370,,MDV
41,Maldives,F,Education,Higher,... if she burns the food,42370,,MDV
41,Maldives,F,Education,No education,... if she burns the food,42370,,MDV
41,Maldives,F,Education,Primary,... if she burns the food,42370,,MDV
41,Maldives,F,Education,Secondary,... if she burns the food,42370,,MDV
181,Maldives,F,Education,Higher,... if she goes out without telling him,42370,2.2,MDV
181,Maldives,F,Education,No education,... if she goes out without telling him,42370,8.4,MDV
181,Maldives,F,Education,Primary,... if she goes out without telling him,42370,7.6,MDV
181,Maldives,F,Education,Secondary,... if she goes out without telling him,42370,4,MDV
251,Maldives,F,Education,Higher,... if she neglects the children,42370,13.3,MDV
251,Maldives,F,Education,No education,... if she neglects the children,42370,7.5,MDV
251,Maldives,F,Education,Primary,... if she neglects the children,42370,14.9,MDV
